trade_date,ts_code,up_limit,down_limit
20250403,159777.SZ,0.83,0.554
20250403,159778.SZ,0.943,0.771
20250403,159779.SZ,0.868,0.71
20250403,159780.SZ,0.662,0.442
20250403,159781.SZ,0.656,0.438
20250403,159782.SZ,0.664,0.442
20250403,159783.SZ,0.664,0.442
20250403,159786.SZ,1.011,0.827
20250403,159787.SZ,0.703,0.575
20250403,159788.SZ,1.395,1.141
20250403,159790.SZ,0.613,0.501
20250403,159791.SZ,1.023,0.837
20250403,159792.SZ,0.952,0.779
20250403,159793.SZ,1.02,0.834
20250403,159795.SZ,1.059,0.867
20250403,159796.SZ,0.651,0.533
20250403,159797.SZ,0.834,0.682
20250403,159798.SZ,1.041,0.851
20250403,159800.SZ,1.264,1.034
20250403,159801.SZ,0.677,0.554
20250403,159804.SZ,1.447,0.965
20250403,159805.SZ,1.257,1.029
20250403,159806.SZ,0.607,0.497
20250403,159807.SZ,0.556,0.455
20250403,159808.SZ,0.953,0.635
20250403,159810.SZ,1.008,0.672
20250403,159811.SZ,1.383,1.131
20250403,159812.SZ,7.712,6.31
20250403,159813.SZ,0.871,0.713
20250403,159814.SZ,0.484,0.322
20250403,159816.SZ,124.219,101.633
20250403,159819.SZ,1.047,0.857
20250403,159820.SZ,1.082,0.886
20250403,159821.SZ,0.942,0.628
20250403,159822.SZ,0.829,0.679
20250403,159824.SZ,0.93,0.761
20250403,159825.SZ,0.737,0.603
20250403,159827.SZ,0.79,0.646
20250403,159828.SZ,0.464,0.38
20250403,159830.SZ,8.048,6.584
20250403,159831.SZ,7.821,6.399
20250403,159834.SZ,8.071,6.603
20250403,159835.SZ,0.652,0.534
20250403,159836.SZ,0.994,0.662
20250403,159837.SZ,0.518,0.424
20250403,159838.SZ,0.618,0.506
20250403,159839.SZ,0.382,0.312
20250403,159840.SZ,0.613,0.501
20250403,159841.SZ,1.085,0.887
20250403,159842.SZ,1.134,0.928
20250403,159843.SZ,0.736,0.602
20250403,159845.SZ,2.812,2.3
20250403,159847.SZ,0.437,0.357
20250403,159848.SZ,0.956,0.782
20250403,159849.SZ,0.541,0.443
20250403,159850.SZ,0.961,0.787
20250403,159851.SZ,1.571,1.285
20250403,159852.SZ,0.9,0.736
20250403,159855.SZ,0.996,0.815
20250403,159856.SZ,0.803,0.657
20250403,159857.SZ,0.672,0.55
20250403,159858.SZ,0.661,0.541
20250403,159859.SZ,0.407,0.333
20250403,159861.SZ,0.898,0.734
20250403,159862.SZ,0.76,0.622
20250403,159863.SZ,0.527,0.431
20250403,159864.SZ,0.51,0.418
20250403,159865.SZ,0.627,0.513
20250403,159866.SZ,1.167,0.955
20250403,159867.SZ,0.637,0.521
20250403,159869.SZ,1.239,1.013
20250403,159870.SZ,0.646,0.528
20250403,159871.SZ,1.21,0.99
20250403,159872.SZ,1.012,0.828
20250403,159873.SZ,0.645,0.527
20250403,159875.SZ,0.496,0.406
20250403,159876.SZ,1.241,1.015
20250403,159877.SZ,0.641,0.525
20250403,159880.SZ,1.194,0.977
20250403,159881.SZ,1.158,0.948
20250403,159883.SZ,0.543,0.445
20250403,159885.SZ,0.635,0.519
20250403,159886.SZ,0.844,0.69
20250403,159887.SZ,1.368,1.12
20250403,159888.SZ,1.24,1.014
20250403,159889.SZ,1.07,0.876
20250403,159890.SZ,1.31,1.072
20250403,159891.SZ,0.484,0.396
20250403,159892.SZ,0.691,0.565
20250403,159895.SZ,0.971,0.795
20250403,159896.SZ,0.902,0.738
20250403,159898.SZ,0.586,0.48
20250403,159899.SZ,0.91,0.744
20250403,159901.SZ,3.018,2.47
20250403,159902.SZ,3.769,3.083
20250403,159903.SZ,1.386,1.134
20250403,159905.SZ,1.838,1.504
20250403,159906.SZ,1.013,0.829
20250403,159907.SZ,0.902,0.738
20250403,159908.SZ,2.328,1.552
20250403,159909.SZ,0.736,0.602
20250403,159910.SZ,2.3,1.882
20250403,159912.SZ,1.56,1.276
20250403,159913.SZ,2.423,1.983
20250403,159915.SZ,2.477,1.651
20250403,159916.SZ,5.213,4.265
20250403,159918.SZ,2.1,1.718
20250403,159919.SZ,4.417,3.614
20250403,159920.SZ,1.581,1.293
20250403,159922.SZ,2.588,2.118
20250403,159923.SZ,1.921,1.571
20250403,159925.SZ,4.304,3.522
20250403,159928.SZ,0.897,0.734
20250403,159929.SZ,1.433,1.173
20250403,159930.SZ,1.403,1.148
20250403,159931.SZ,1.978,1.618
20250403,159933.SZ,3.027,2.477
20250403,159934.SZ,7.659,6.267
20250403,159935.SZ,2.024,1.656
20250403,159936.SZ,2.27,1.858
20250403,159937.SZ,7.731,6.325
20250403,159938.SZ,0.696,0.57
20250403,159939.SZ,0.712,0.582
20250403,159940.SZ,1.265,1.035
20250403,159941.SZ,1.199,0.981
20250403,159943.SZ,1.242,1.016
20250403,159944.SZ,1.053,0.861
20250403,159945.SZ,1.157,0.947
20250403,159948.SZ,2.759,1.839
20250403,159949.SZ,1.112,0.742
20250403,159952.SZ,1.514,1.01
20250403,159954.SZ,1.088,0.89
20250403,159956.SZ,1.582,1.054
20250403,159957.SZ,1.638,1.092
20250403,159958.SZ,1.512,1.008
20250403,159959.SZ,1.555,1.273
20250403,159960.SZ,0.966,0.79
20250403,159961.SZ,1.803,1.475
20250403,159964.SZ,1.621,1.081
20250403,159965.SZ,1.604,1.312
20250403,159966.SZ,0.569,0.379
20250403,159967.SZ,0.526,0.35
20250403,159968.SZ,8.0,6.546
20250403,159969.SZ,1.283,1.049
20250403,159970.SZ,5.105,4.177
20250403,159971.SZ,1.741,1.161
20250403,159972.SZ,126.502,103.502
20250403,159973.SZ,1.489,1.219
20250403,159974.SZ,1.719,1.407
20250403,159975.SZ,0.624,0.51
20250403,159976.SZ,1.257,1.029
20250403,159977.SZ,2.598,1.732
20250403,159980.SZ,1.913,1.565
20250403,159981.SZ,1.525,1.247
20250403,159982.SZ,1.656,1.355
20250403,159985.SZ,2.122,1.736
20250403,159991.SZ,0.548,0.366
20250403,159992.SZ,0.84,0.688
20250403,159993.SZ,1.268,1.038
20250403,159994.SZ,1.004,0.822
20250403,159995.SZ,1.359,1.112
20250403,159996.SZ,1.537,1.257
20250403,159997.SZ,1.247,1.021
20250403,159998.SZ,1.01,0.826
20250403,160105.SZ,1.198,0.98
20250403,160106.SZ,1.471,1.203
20250403,160119.SZ,1.803,1.475
20250403,160125.SZ,1.606,1.314
20250403,160127.SZ,0.847,0.693
20250403,160128.SZ,1.108,0.906
20250403,160133.SZ,3.655,2.991
20250403,160135.SZ,1.187,0.971
20250403,160140.SZ,1.416,1.158
20250403,160142.SZ,1.089,0.891
20250403,160143.SZ,1.087,0.725
20250403,160211.SZ,2.64,2.16
20250403,160212.SZ,3.693,3.021
20250403,160215.SZ,2.201,1.801
20250403,160216.SZ,0.66,0.54
20250403,160218.SZ,0.734,0.6
20250403,160219.SZ,0.604,0.494
20250403,160220.SZ,2.019,1.652
20250403,160221.SZ,1.437,1.175
20250403,160222.SZ,0.912,0.746
20250403,160223.SZ,1.406,0.938
20250403,160225.SZ,1.577,1.291
20250403,160311.SZ,1.286,1.052
20250403,160314.SZ,1.235,1.011
20250403,160322.SZ,1.195,0.977
20250403,160323.SZ,1.779,1.455
20250403,160324.SZ,1.797,1.471
20250403,160325.SZ,0.978,0.652
20250403,160326.SZ,0.768,0.628
20250403,160416.SZ,1.904,1.558
20250403,160421.SZ,1.958,1.602
20250403,160505.SZ,1.06,0.868
20250403,160512.SZ,2.159,1.767
20250403,160513.SZ,2.309,1.889
20250403,160515.SZ,1.14,0.932
20250403,160518.SZ,2.184,1.787
20250403,160526.SZ,1.334,1.092
20250403,160527.SZ,0.858,0.702
20250403,160529.SZ,1.079,0.719
20250403,160607.SZ,0.757,0.619
20250403,160610.SZ,0.958,0.784
20250403,160611.SZ,1.212,0.992
20250403,160613.SZ,1.306,1.068
20250403,160615.SZ,1.263,1.033
20250403,160616.SZ,1.857,1.519
20250403,160617.SZ,1.227,1.004
20250403,160618.SZ,1.73,1.416
20250403,160620.SZ,1.966,1.608
20250403,160621.SZ,1.509,1.235
20250403,160622.SZ,1.19,0.974
20250403,160625.SZ,0.908,0.743
20250403,160626.SZ,1.062,0.869
20250403,160628.SZ,0.658,0.538
20250403,160629.SZ,1.145,0.937
20250403,160630.SZ,0.991,0.811
20250403,160631.SZ,1.417,1.159
20250403,160632.SZ,0.419,0.343
20250403,160633.SZ,1.178,0.964
20250403,160635.SZ,0.969,0.793
20250403,160637.SZ,1.182,0.788
20250403,160638.SZ,2.035,1.665
20250403,160639.SZ,1.018,0.833
20250403,160642.SZ,1.61,1.318
20250403,160643.SZ,1.206,0.986
20250403,160644.SZ,1.434,1.174
20250403,160645.SZ,1.074,0.878
20250403,160706.SZ,1.1,0.9
20250403,160716.SZ,2.233,1.827
20250403,160717.SZ,0.838,0.686
20250403,160719.SZ,2.033,1.663
20250403,160722.SZ,1.34,1.096
20250403,160723.SZ,1.602,1.31
20250403,160726.SZ,1.026,0.84
20250403,160805.SZ,0.722,0.59
20250403,160806.SZ,1.725,1.411
20250403,160807.SZ,1.693,1.385
20250403,160812.SZ,2.176,1.78
20250403,160813.SZ,1.537,1.257
20250403,160910.SZ,1.021,0.835
20250403,160916.SZ,4.22,3.452
20250403,160918.SZ,2.686,2.198
20250403,160919.SZ,3.18,2.602
20250403,160921.SZ,1.399,1.145
20250403,160924.SZ,1.102,0.902
20250403,160925.SZ,1.319,1.079
20250403,160926.SZ,0.989,0.659
20250403,161005.SZ,2.734,2.237
20250403,161010.SZ,1.345,1.101
20250403,161014.SZ,1.499,1.227
20250403,161015.SZ,1.412,1.156
20250403,161017.SZ,2.179,1.783
20250403,161019.SZ,1.306,1.068
20250403,161024.SZ,1.109,0.907
20250403,161025.SZ,1.013,0.829
20250403,161026.SZ,1.092,0.894
20250403,161027.SZ,1.141,0.933
20250403,161028.SZ,0.895,0.733
20250403,161029.SZ,1.834,1.5
20250403,161030.SZ,1.012,0.828
20250403,161031.SZ,1.095,0.896
20250403,161032.SZ,2.001,1.637
20250403,161033.SZ,2.026,1.658
20250403,161035.SZ,1.255,1.027
20250403,161036.SZ,0.763,0.625
20250403,161037.SZ,1.926,1.576
20250403,161038.SZ,1.263,1.033
20250403,161039.SZ,2.206,1.805
20250403,161040.SZ,1.334,0.89
20250403,161115.SZ,1.862,1.524
20250403,161116.SZ,1.692,1.384
20250403,161117.SZ,1.166,0.954
20250403,161118.SZ,1.282,1.049
20250403,161119.SZ,1.913,1.565
20250403,161121.SZ,1.665,1.363
20250403,161122.SZ,0.568,0.464
20250403,161123.SZ,1.33,1.088
20250403,161124.SZ,1.183,0.968
20250403,161125.SZ,2.709,2.217
20250403,161126.SZ,2.008,1.643
20250403,161127.SZ,1.289,1.055
20250403,161128.SZ,4.719,3.861
20250403,161129.SZ,1.492,1.22
20250403,161130.SZ,3.489,2.855
20250403,161131.SZ,0.958,0.784
20250403,161132.SZ,1.808,1.48
20250403,161133.SZ,0.893,0.731
20250403,161216.SZ,1.422,1.164
20250403,161217.SZ,1.487,1.217
20250403,161219.SZ,2.509,2.053
20250403,161222.SZ,2.632,2.154
20250403,161224.SZ,1.109,0.907
20250403,161225.SZ,2.12,1.734
20250403,161226.SZ,1.08,0.884
20250403,161227.SZ,1.331,1.089
20250403,161229.SZ,1.612,1.319
20250403,161232.SZ,1.235,1.011
20250403,161233.SZ,1.693,1.385
20250403,161505.SZ,1.328,1.086
20250403,161607.SZ,1.086,0.888
20250403,161610.SZ,1.387,1.135
20250403,161614.SZ,1.223,1.001
20250403,161626.SZ,1.14,0.932
20250403,161631.SZ,1.673,1.369
20250403,161706.SZ,3.971,3.249
20250403,161713.SZ,1.15,0.941
20250403,161715.SZ,1.673,1.369
20250403,161716.SZ,1.753,1.435
20250403,161720.SZ,1.277,1.045
20250403,161722.SZ,1.584,1.296
20250403,161724.SZ,2.033,1.663
20250403,161725.SZ,0.903,0.739
20250403,161726.SZ,0.421,0.345
20250403,161727.SZ,1.701,1.391
20250403,161728.SZ,1.098,0.898
20250403,161729.SZ,2.357,1.929
20250403,161810.SZ,3.065,2.507
20250403,161811.SZ,0.949,0.777
20250403,161812.SZ,1.167,0.955
20250403,161815.SZ,1.04,0.851
20250403,161816.SZ,0.86,0.704
20250403,161820.SZ,1.258,1.03
20250403,161831.SZ,0.864,0.707
20250403,161834.SZ,1.708,1.398
20250403,161837.SZ,1.228,1.004
20250403,161903.SZ,1.254,1.026
20250403,161908.SZ,1.269,1.039
20250403,161911.SZ,1.107,0.905
20250403,161912.SZ,2.224,1.82
20250403,161914.SZ,0.791,0.527
20250403,162006.SZ,1.377,1.127
20250403,162105.SZ,1.503,1.229
20250403,162108.SZ,1.449,1.185
20250403,162207.SZ,1.444,1.182
20250403,162215.SZ,1.146,0.938
20250403,162216.SZ,1.505,1.231
20250403,162307.SZ,1.383,1.131
20250403,162411.SZ,0.816,0.668
20250403,162412.SZ,0.653,0.535
20250403,162414.SZ,1.906,1.56
20250403,162415.SZ,2.849,2.331
20250403,162509.SZ,0.903,0.739
20250403,162605.SZ,2.026,1.658
20250403,162607.SZ,0.496,0.406
20250403,162703.SZ,1.473,1.205
20250403,162711.SZ,1.516,1.24
20250403,162712.SZ,1.551,1.269
20250403,162715.SZ,1.31,1.072
20250403,162719.SZ,2.592,2.12
20250403,162720.SZ,0.961,0.641
20250403,162721.SZ,1.023,0.837
20250403,163001.SZ,1.381,1.13
20250403,163003.SZ,0.713,0.583
20250403,163005.SZ,1.073,0.878
20250403,163109.SZ,0.635,0.519
20250403,163110.SZ,2.294,1.877
20250403,163111.SZ,1.284,1.05
20250403,163113.SZ,1.019,0.833
20250403,163114.SZ,1.079,0.883
20250403,163115.SZ,1.099,0.899
20250403,163116.SZ,1.062,0.869
20250403,163118.SZ,0.704,0.576
20250403,163208.SZ,1.136,0.93
20250403,163302.SZ,0.873,0.715
20250403,163402.SZ,0.616,0.504
20250403,163406.SZ,1.728,1.414
20250403,163407.SZ,2.627,2.149
20250403,163409.SZ,1.284,1.05
20250403,163412.SZ,2.77,2.266
20250403,163415.SZ,3.861,3.159
20250403,163417.SZ,1.702,1.392
20250403,163418.SZ,0.699,0.572
20250403,163503.SZ,0.441,0.361
20250403,163801.SZ,0.888,0.726
20250403,163819.SZ,1.253,1.025
20250403,163821.SZ,1.925,1.575
20250403,163907.SZ,0.903,0.739
20250403,164105.SZ,1.747,1.429
20250403,164206.SZ,1.706,1.396
20250403,164208.SZ,1.476,1.208
20250403,164210.SZ,1.411,1.155
20250403,164403.SZ,1.163,0.951
20250403,164508.SZ,1.169,0.957
20250403,164509.SZ,0.784,0.642
20250403,164606.SZ,1.296,1.06
20250403,164701.SZ,1.921,1.571
20250403,164703.SZ,0.926,0.758
20250403,164705.SZ,1.21,0.99
20250403,164808.SZ,1.216,0.995
20250403,164810.SZ,1.102,0.902
20250403,164814.SZ,1.104,0.904
20250403,164824.SZ,1.585,1.297
20250403,164902.SZ,1.211,0.991
20250403,164906.SZ,1.356,1.11
20250403,165309.SZ,1.728,1.414
20250403,165311.SZ,1.807,1.479
20250403,165313.SZ,3.026,2.476
20250403,165508.SZ,2.122,1.736
20250403,165509.SZ,1.21,0.99
20250403,165511.SZ,1.789,1.463
20250403,165512.SZ,1.315,1.076
20250403,165513.SZ,1.092,0.894
20250403,165515.SZ,1.139,0.932
20250403,165516.SZ,4.949,4.049
20250403,165517.SZ,1.082,0.886
20250403,165519.SZ,1.021,0.835
20250403,165520.SZ,1.815,1.485
20250403,165521.SZ,1.32,1.08
20250403,165522.SZ,0.919,0.752
20250403,165525.SZ,0.773,0.633
20250403,165528.SZ,1.258,1.03
20250403,166001.SZ,1.236,1.012
20250403,166006.SZ,1.863,1.525
20250403,166008.SZ,1.199,0.981
20250403,166009.SZ,3.114,2.548
20250403,166011.SZ,1.976,1.616
20250403,166016.SZ,1.21,0.99
20250403,166023.SZ,1.09,0.892
20250403,166024.SZ,1.022,0.836
20250403,166025.SZ,0.897,0.734
20250403,166027.SZ,0.905,0.603
20250403,166105.SZ,1.085,0.887
20250403,166107.SZ,1.258,1.03
20250403,166401.SZ,1.212,0.992
20250403,167001.SZ,1.542,1.262
20250403,167002.SZ,2.884,2.36
20250403,167003.SZ,1.194,0.977
20250403,167301.SZ,1.084,0.887
20250403,167302.SZ,0.999,0.817
20250403,167501.SZ,1.139,0.932
20250403,167506.SZ,1.428,1.168
20250403,167508.SZ,1.671,1.367
20250403,168002.SZ,1.836,1.502
20250403,168101.SZ,1.466,1.2
20250403,168102.SZ,1.208,0.988
20250403,168103.SZ,1.295,1.059
20250403,168104.SZ,1.041,0.851
20250403,168105.SZ,1.612,1.319
20250403,168203.SZ,1.288,1.054
20250403,168204.SZ,1.835,1.501
20250403,168301.SZ,0.903,0.739
20250403,168401.SZ,2.384,1.95
20250403,168701.SZ,1.179,0.965
20250403,169101.SZ,1.408,1.152
20250403,169103.SZ,2.023,1.655
20250403,169104.SZ,1.694,1.386
20250403,169105.SZ,1.409,1.153
20250403,169106.SZ,1.172,0.959
20250403,169107.SZ,1.033,0.845
20250403,169201.SZ,1.595,1.305
20250403,180101.SZ,2.541,2.079
20250403,180102.SZ,2.437,1.994
20250403,180103.SZ,2.783,2.277
20250403,180105.SZ,2.798,2.29
20250403,180106.SZ,4.497,3.679
20250403,180201.SZ,10.306,8.432
20250403,180202.SZ,7.117,5.823
20250403,180203.SZ,8.026,6.566
20250403,180301.SZ,2.459,2.012
20250403,180302.SZ,3.175,2.597
20250403,180303.SZ,4.675,3.825
20250403,180401.SZ,7.348,6.012
20250403,180402.SZ,8.718,7.133
20250403,180501.SZ,3.83,3.134
20250403,180502.SZ,4.056,3.318
20250403,180601.SZ,10.087,8.253
20250403,180602.SZ,4.392,3.594
20250403,180603.SZ,4.873,3.987
20250403,180605.SZ,4.916,4.022
20250403,180701.SZ,4.555,3.727
20250403,180801.SZ,13.924,11.392
20250403,184801.SZ,109.558,89.638
20250403,200011.SZ,3.21,2.63
20250403,200012.SZ,2.23,1.83
20250403,200016.SZ,1.07,0.87
20250403,200017.SZ,1.65,1.35
20250403,200019.SZ,3.69,3.02
20250403,200020.SZ,2.68,2.2
20250403,200025.SZ,4.95,4.05
20250403,200026.SZ,7.52,6.16
20250403,200028.SZ,13.41,10.97
20250403,200029.SZ,2.97,2.43
20250403,200030.SZ,3.75,3.07
20250403,200037.SZ,1.97,1.61
20250403,200045.SZ,4.59,3.75
20250403,200055.SZ,1.84,1.5
20250403,200056.SZ,1.3,1.06
20250403,200058.SZ,1.9,1.56
20250403,200429.SZ,8.79,7.19
20250403,200468.SZ,3.91,3.2
20250403,200488.SZ,0.53,0.48
20250403,200505.SZ,2.34,1.92
20250403,200512.SZ,3.98,3.26
20250403,200521.SZ,4.81,3.93
20250403,200530.SZ,1.84,1.5
20250403,200539.SZ,2.17,1.77
20250403,200541.SZ,2.86,2.34
20250403,200550.SZ,11.87,9.71
20250403,200553.SZ,2.23,1.83
20250403,200570.SZ,2.0,1.64
20250403,200581.SZ,15.31,12.53
20250403,200596.SZ,132.55,108.45
20250403,200625.SZ,4.09,3.35
20250403,200706.SZ,3.09,2.53
20250403,200725.SZ,3.09,2.53
20250403,200726.SZ,4.53,3.71
20250403,200761.SZ,1.52,1.24
20250403,200771.SZ,11.76,9.62
20250403,200869.SZ,8.48,6.94
20250403,200992.SZ,2.51,2.05
20250403,201872.SZ,13.97,11.43
20250403,300001.SZ,30.59,20.39
20250403,300002.SZ,15.7,10.46
20250403,300003.SZ,14.27,9.51
20250403,300004.SZ,9.02,6.02
20250403,300005.SZ,10.3,6.86
20250403,300006.SZ,4.22,2.82
20250403,300007.SZ,44.82,29.88
20250403,300008.SZ,7.01,4.67
20250403,300009.SZ,10.42,6.94
20250403,300010.SZ,9.25,6.17
20250403,300011.SZ,9.77,6.51
20250403,300012.SZ,15.49,10.33
20250403,300013.SZ,4.42,2.94
20250403,300014.SZ,55.84,37.22
20250403,300015.SZ,15.91,10.61
20250403,300016.SZ,8.46,5.64
20250403,300017.SZ,14.48,9.66
20250403,300018.SZ,8.59,5.73
20250403,300019.SZ,21.42,14.28
20250403,300020.SZ,3.92,2.62
20250403,300021.SZ,5.34,3.56
20250403,300022.SZ,8.33,5.55
20250403,300024.SZ,21.53,14.35
20250403,300025.SZ,8.71,5.81
20250403,300026.SZ,4.32,2.88
20250403,300027.SZ,2.95,1.97
20250403,300029.SZ,5.95,3.97
20250403,300030.SZ,6.97,4.65
20250403,300031.SZ,32.22,21.48
20250403,300032.SZ,5.29,3.53
20250403,300033.SZ,335.96,223.98
20250403,300034.SZ,19.62,13.08
20250403,300035.SZ,19.57,13.05
20250403,300036.SZ,18.92,12.62
20250403,300037.SZ,40.37,26.91
20250403,300039.SZ,7.98,5.32
20250403,300040.SZ,8.02,5.34
20250403,300041.SZ,10.97,7.31
20250403,300042.SZ,32.66,21.78
20250403,300043.SZ,4.48,2.98
20250403,300044.SZ,7.82,5.22
20250403,300045.SZ,22.97,15.31
20250403,300046.SZ,36.32,24.22
20250403,300047.SZ,15.52,10.34
20250403,300048.SZ,6.62,4.42
20250403,300049.SZ,40.04,26.7
20250403,300050.SZ,6.44,4.3
20250403,300051.SZ,7.51,5.01
20250403,300052.SZ,13.13,8.75
20250403,300053.SZ,15.44,10.3
20250403,300054.SZ,34.15,22.77
20250403,300055.SZ,6.22,4.14
20250403,300056.SZ,16.51,11.01
20250403,300057.SZ,5.92,3.94
20250403,300058.SZ,11.05,7.37
20250403,300059.SZ,26.93,17.95
20250403,300061.SZ,14.53,9.69
20250403,300062.SZ,6.42,4.28
20250403,300063.SZ,11.41,7.61
20250403,300065.SZ,18.12,12.08
20250403,300066.SZ,5.02,3.34
20250403,300067.SZ,6.7,4.46
20250403,300068.SZ,20.21,13.47
20250403,300069.SZ,19.8,13.2
20250403,300070.SZ,5.63,3.75
20250403,300071.SZ,6.2,4.14
20250403,300072.SZ,3.77,2.51
20250403,300073.SZ,49.44,32.96
20250403,300074.SZ,5.44,3.62
20250403,300075.SZ,20.93,13.95
20250403,300076.SZ,8.83,5.89
20250403,300077.SZ,28.37,18.91
20250403,300078.SZ,4.16,2.78
20250403,300079.SZ,6.48,4.32
20250403,300080.SZ,4.56,3.04
20250403,300081.SZ,8.26,5.5
20250403,300082.SZ,7.52,5.02
20250403,300083.SZ,10.84,7.22
20250403,300084.SZ,8.94,5.96
20250403,300085.SZ,41.75,27.83
20250403,300086.SZ,6.14,4.1
20250403,300087.SZ,11.34,7.56
20250403,300088.SZ,7.39,4.93
20250403,300091.SZ,3.22,2.14
20250403,300092.SZ,15.41,10.27
20250403,300093.SZ,11.74,7.82
20250403,300094.SZ,4.19,2.79
20250403,300095.SZ,8.32,5.54
20250403,300096.SZ,5.38,3.58
20250403,300097.SZ,5.59,3.73
20250403,300098.SZ,6.26,4.18
20250403,300099.SZ,8.03,5.35
20250403,300100.SZ,78.96,52.64
20250403,300101.SZ,21.77,14.51
20250403,300102.SZ,13.87,9.25
20250403,300103.SZ,7.25,4.83
20250403,300105.SZ,8.47,5.65
20250403,300106.SZ,11.18,7.46
20250403,300107.SZ,10.27,6.85
20250403,300108.SZ,1.06,0.7
20250403,300109.SZ,20.36,13.58
20250403,300110.SZ,3.82,2.54
20250403,300111.SZ,3.64,2.42
20250403,300112.SZ,10.56,7.04
20250403,300113.SZ,23.46,15.64
20250403,300115.SZ,30.01,20.01
20250403,300117.SZ,0.52,0.34
20250403,300118.SZ,12.65,8.43
20250403,300119.SZ,21.5,14.34
20250403,300120.SZ,10.32,6.88
20250403,300121.SZ,14.15,9.43
20250403,300122.SZ,30.14,20.1
20250403,300123.SZ,7.08,4.72
20250403,300124.SZ,82.43,54.95
20250403,300125.SZ,10.57,7.05
20250403,300126.SZ,7.98,5.32
20250403,300127.SZ,28.62,19.08
20250403,300128.SZ,6.97,4.65
20250403,300129.SZ,8.71,5.81
20250403,300130.SZ,25.2,16.8
20250403,300131.SZ,9.48,6.32
20250403,300132.SZ,6.6,4.4
20250403,300133.SZ,8.92,5.94
20250403,300134.SZ,14.32,9.54
20250403,300135.SZ,4.81,3.21
20250403,300136.SZ,28.62,19.08
20250403,300137.SZ,7.69,5.13
20250403,300138.SZ,11.78,7.86
20250403,300139.SZ,20.78,13.86
20250403,300140.SZ,7.01,4.67
20250403,300141.SZ,10.36,6.9
20250403,300142.SZ,13.85,9.23
20250403,300143.SZ,12.43,8.29
20250403,300144.SZ,11.24,7.5
20250403,300145.SZ,4.7,3.14
20250403,300146.SZ,14.04,9.36
20250403,300147.SZ,7.01,4.67
20250403,300148.SZ,5.3,3.54
20250403,300149.SZ,8.02,5.34
20250403,300150.SZ,5.59,3.73
20250403,300151.SZ,18.22,12.14
20250403,300152.SZ,4.67,3.11
20250403,300153.SZ,46.92,31.28
20250403,300154.SZ,13.1,8.74
20250403,300155.SZ,5.44,3.62
20250403,300157.SZ,3.66,2.44
20250403,300158.SZ,4.92,3.28
20250403,300159.SZ,2.11,1.41
20250403,300160.SZ,6.61,4.41
20250403,300161.SZ,36.0,24.0
20250403,300162.SZ,8.27,5.51
20250403,300163.SZ,3.77,2.51
20250403,300164.SZ,5.26,3.5
20250403,300165.SZ,3.83,2.55
20250403,300166.SZ,13.03,8.69
20250403,300167.SZ,4.62,3.08
20250403,300168.SZ,9.78,6.52
20250403,300169.SZ,8.08,5.38
20250403,300170.SZ,22.61,15.07
20250403,300171.SZ,16.04,10.7
20250403,300172.SZ,6.13,4.09
20250403,300173.SZ,7.08,4.72
20250403,300174.SZ,18.98,12.66
20250403,300175.SZ,5.58,3.72
20250403,300176.SZ,8.42,5.62
20250403,300177.SZ,12.49,8.33
20250403,300179.SZ,11.44,7.62
20250403,300180.SZ,7.97,5.31
20250403,300181.SZ,19.81,13.21
20250403,300182.SZ,6.83,4.55
20250403,300183.SZ,22.28,14.86
20250403,300184.SZ,11.8,7.86
20250403,300185.SZ,3.04,2.02
20250403,300187.SZ,6.2,4.14
20250403,300188.SZ,17.02,11.34
20250403,300189.SZ,4.1,2.74
20250403,300190.SZ,3.82,2.54
20250403,300191.SZ,20.53,13.69
20250403,300192.SZ,19.67,13.11
20250403,300193.SZ,13.37,8.91
20250403,300194.SZ,5.48,3.66
20250403,300195.SZ,7.79,5.19
20250403,300196.SZ,13.52,9.02
20250403,300197.SZ,2.46,1.64
20250403,300198.SZ,3.31,2.21
20250403,300199.SZ,18.47,12.31
20250403,300200.SZ,12.37,8.25
20250403,300201.SZ,6.59,4.39
20250403,300203.SZ,20.32,13.54
20250403,300204.SZ,8.95,5.97
20250403,300205.SZ,5.04,3.36
20250403,300206.SZ,15.06,10.04
20250403,300207.SZ,26.44,17.62
20250403,300208.SZ,2.46,1.64
20250403,300209.SZ,5.86,3.9
20250403,300210.SZ,12.59,8.39
20250403,300211.SZ,12.34,8.22
20250403,300212.SZ,29.24,19.5
20250403,300213.SZ,10.39,6.93
20250403,300214.SZ,7.84,5.22
20250403,300215.SZ,7.75,5.17
20250403,300217.SZ,6.04,4.02
20250403,300218.SZ,19.92,13.28
20250403,300219.SZ,8.28,5.52
20250403,300220.SZ,18.36,12.24
20250403,300221.SZ,10.82,7.22
20250403,300222.SZ,12.5,8.34
20250403,300223.SZ,85.42,56.94
20250403,300224.SZ,15.92,10.62
20250403,300225.SZ,8.87,5.91
20250403,300226.SZ,27.24,18.16
20250403,300227.SZ,9.88,6.58
20250403,300228.SZ,9.04,6.02
20250403,300229.SZ,25.27,16.85
20250403,300230.SZ,6.46,4.3
20250403,300231.SZ,13.45,8.97
20250403,300232.SZ,8.8,5.86
20250403,300233.SZ,26.16,17.44
20250403,300234.SZ,5.84,3.9
20250403,300235.SZ,12.89,8.59
20250403,300236.SZ,43.08,28.72
