ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,20230303,4130.5513,4126.0183,4135.2116,4100.3827,4117.7377,12.8136,0.3112,160331741.0,226914545.628
000300.SH,20230302,4117.7377,4119.9919,4137.2525,4113.8264,4126.9415,-9.2038,-0.223,148217637.0,235953764.97
000300.SH,20230301,4126.9415,4068.7331,4135.4812,4061.2167,4069.4587,57.4828,1.4125,156015794.0,255374791.016
000300.SH,20230228,4069.4587,4058.1298,4074.2639,4026.4476,4043.8444,25.6143,0.6334,110323591.0,198799712.379
000300.SH,20230227,4043.8444,4040.4571,4067.0296,4034.5237,4061.0457,-17.2013,-0.4236,93787630.0,187959491.145
000300.SH,20230224,4061.0457,4100.9897,4102.6094,4048.2374,4103.6463,-42.6006,-1.0381,100989425.0,191210465.053
000300.SH,20230223,4103.6463,4106.2136,4132.3896,4088.2073,4106.9506,-3.3043,-0.0805,103564906.0,197193582.43
000300.SH,20230222,4106.9506,4118.9669,4134.8759,4101.8596,4144.3536,-37.403,-0.9025,104290295.0,191586158.991
000300.SH,20230221,4144.3536,4130.0632,4151.7994,4116.2716,4133.4896,10.864,0.2628,145776173.0,249674201.048
000300.SH,20230220,4133.4896,4039.9623,4134.8623,4035.4762,4034.507,98.9826,2.4534,161794481.0,280122962.15
000300.SH,20230217,4034.507,4086.2237,4104.6398,4032.9285,4093.4876,-58.9806,-1.4408,116142589.0,225737746.955
000300.SH,20230216,4093.4876,4125.4087,4167.9003,4068.8591,4123.6893,-30.2017,-0.7324,159310585.0,281315625.589
000300.SH,20230215,4123.6893,4146.8547,4153.7159,4115.9671,4145.2902,-21.6009,-0.5211,121664508.0,219855528.966
000300.SH,20230214,4145.2902,4151.247,4152.0487,4125.2583,4143.574,1.7162,0.0414,102499890.0,204915435.75
000300.SH,20230213,4143.574,4098.8795,4146.45,4092.2729,4106.3097,37.2643,0.9075,128892577.0,251990181.554
000300.SH,20230210,4106.3097,4124.0986,4125.2893,4092.3472,4130.8565,-24.5468,-0.5942,96716733.0,195348320.573
000300.SH,20230209,4130.8565,4067.5631,4130.8565,4064.7489,4076.1411,54.7154,1.3423,102289961.0,211722604.859
000300.SH,20230208,4076.1411,4099.8573,4111.4745,4072.6474,4094.2335,-18.0924,-0.4419,84786099.0,170591751.817
000300.SH,20230207,4094.2335,4098.3117,4107.3438,4077.9623,4086.8779,7.3556,0.18,91360072.0,183537351.577
000300.SH,20230206,4086.8779,4103.8307,4105.9445,4065.2224,4141.6319,-54.754,-1.322,110192717.0,226345113.969
000300.SH,20230203,4141.6319,4162.0258,4162.0258,4103.1654,4181.1493,-39.5174,-0.9451,117041221.0,226914770.044
000300.SH,20230202,4181.1493,4207.4123,4207.4123,4170.5565,4195.9332,-14.7839,-0.3523,133823736.0,262497434.837
000300.SH,20230201,4195.9332,4170.1322,4195.9332,4137.7659,4156.8578,39.0754,0.94,141008954.0,265553944.709
000300.SH,20230131,4156.8578,4200.5813,4212.7347,4153.0484,4201.345,-44.4872,-1.0589,124550835.0,249365321.627
000300.SH,20230130,4201.345,4267.6248,4268.1522,4197.8596,4181.5267,19.8183,0.4739,164607064.0,330193322.092
000300.SH,20230120,4181.5267,4166.8444,4189.831,4161.6698,4156.0077,25.519,0.614,123553809.0,222342455.101
000300.SH,20230119,4156.0077,4125.5772,4156.0077,4105.9797,4130.3143,25.6934,0.6221,94608398.0,192699589.774
000300.SH,20230118,4130.3143,4140.1019,4151.4577,4125.7687,4137.2422,-6.9279,-0.1675,84200645.0,172126171.819
000300.SH,20230117,4137.2422,4138.8433,4148.5838,4118.157,4137.9643,-0.7221,-0.0175,95479040.0,204381576.523
000300.SH,20230116,4137.9643,4077.8793,4177.1035,4076.6394,4074.3772,63.5871,1.5607,151395455.0,319007749.371
000300.SH,20230113,4074.3772,4032.2906,4074.3772,4027.8864,4017.8692,56.508,1.4064,95871896.0,212173997.498
000300.SH,20230112,4017.8692,4021.7547,4030.2876,4003.5079,4010.0309,7.8383,0.1955,90552627.0,183686268.107
000300.SH,20230111,4010.0309,4019.8844,4043.3991,4008.0153,4017.4737,-7.4428,-0.1853,99997889.0,203000262.961
000300.SH,20230110,4017.4737,4014.7125,4030.4574,4002.2297,4013.1196,4.3541,0.1085,101751141.0,214871166.24
000300.SH,20230109,4013.1196,3998.5278,4023.0898,3990.7073,3980.8888,32.2308,0.8096,117054425.0,233212426.458
000300.SH,20230106,3980.8888,3969.5493,4000.4143,3966.4696,3968.5782,12.3106,0.3102,110953038.0,235744305.582
000300.SH,20230105,3968.5782,3913.4928,3974.875,3912.26,3892.9477,75.6305,1.9428,116502395.0,256312608.292
000300.SH,20230104,3892.9477,3886.2504,3905.9032,3873.6549,3887.8992,5.0485,0.1299,110660743.0,198997711.686
000300.SH,20230103,3887.8992,3864.8356,3893.9904,3831.245,3871.6338,16.2654,0.4201,115051875.0,207540165.953
