date,open,high,low,close,volume,code,change_pct
2025-03-10,6022.681,6041.522,5971.813,6013.619,17304433600,000905.SH,
2025-03-11,5944.42,6044.974,5942.912,6044.974,17385564300,000905.SH,0.5213998425906308
2025-03-12,6068.376,6098.235,6038.822,6040.497,18476353700,000905.SH,-0.07406152615379025
2025-03-13,6032.855,6050.178,5947.782,5993.967,19371071700,000905.SH,-0.7703008543833545
2025-03-14,5993.97,6099.981,5978.532,6099.981,21924583400,000905.SH,1.7686784061373695
2025-03-17,6119.606,6129.854,6098.508,6108.018,18431727300,000905.SH,0.13175450874356454
2025-03-18,6126.036,6161.228,6114.206,6133.302,16602304300,000905.SH,0.41394769956473176
2025-03-19,6117.423,6128.23,6076.564,6101.437,15389378000,000905.SH,-0.5195406976535644
2025-03-20,6094.843,6109.183,6055.381,6059.486,14718786500,000905.SH,-0.6875593405291203
2025-03-21,6038.99,6071.085,5951.795,5971.93,17410378500,000905.SH,-1.4449410395535156
2025-03-24,5973.047,5987.061,5882.878,5969.079,16919243500,000905.SH,-0.04774001034841824
2025-03-25,5969.416,5993.931,5929.673,5946.951,14748394800,000905.SH,-0.3707104563367314
2025-03-26,5935.854,5983.474,5935.854,5948.499,13670211100,000905.SH,0.026030145531708015
2025-03-27,5932.517,6000.662,5891.766,5957.602,13470890400,000905.SH,0.1530302014003837
2025-03-28,5954.73,5973.802,5904.916,5916.031,13426192700,000905.SH,-0.6977807513828482
2025-03-31,5886.956,5908.303,5802.419,5857.772,15425609000,000905.SH,-0.9847649547475301
2025-04-01,5870.942,5931.504,5867.848,5892.85,13644860200,000905.SH,0.5988283599976274
2025-04-02,5884.893,5936.647,5884.113,5899.087,11215996000,000905.SH,0.10584012829106815
2025-04-03,5842.617,5906.706,5817.966,5845.505,13493862500,000905.SH,-0.9083100486566908
2025-04-07,5523.964,5587.85,5212.677,5287.033,23652265600,000905.SH,-9.553870880274673
